commodity,regime,region_id,date,residual
Beans (kidney red),North,Al Hazum_Al Jawf,2022-04-01,2.134447984795991
Beans (kidney red),North,Al Hazum_Al Jawf,2022-05-01,-1.9663290584006798
Beans (kidney red),North,Al Hazum_Al Jawf,2022-06-01,2.237114727573153
Beans (kidney red),North,Al Hazum_Al Jawf,2022-07-01,2.5013389077002914
Beans (kidney red),North,Al Hazum_Al Jawf,2022-08-01,2.3391305933945814
Beans (kidney red),North,Al Hazum_Al Jawf,2022-09-01,2.1348988617517244
Beans (kidney red),North,Al Hazum_Al Jawf,2022-10-01,-2.539001138248276
Beans (kidney red),North,Al Hazum_Al Jawf,2022-11-01,2.8485875702107393
Beans (kidney red),North,Al Hazum_Al Jawf,2022-12-01,2.8895348777131344
Beans (kidney red),North,Al Hazum_Al Jawf,2023-01-01,-2.213268643815428
Beans (kidney red),North,Al Hazum_Al Jawf,2023-02-01,2.3391305933945814
Beans (kidney red),North,Al Hazum_Al Jawf,2023-03-01,2.135898861751724
Beans (kidney red),North,Al Hazum_Al Jawf,2023-04-01,-2.2237686438154283
Beans (kidney red),North,Al Hazum_Al Jawf,2023-05-01,2.7463717043893108
Beans (kidney red),North,Al Hazum_Al Jawf,2023-06-01,2.2376147275731526
Beans (kidney red),North,Al Hazum_Al Jawf,2023-07-01,-2.369068643815428
Beans (kidney red),North,Al Hazum_Al Jawf,2023-08-01,2.3410305933945814
Beans (kidney red),North,Al Hazum_Al Jawf,2023-09-01,2.1423988617517247
Beans (kidney red),North,Al Hazum_Al Jawf,2023-10-01,-2.6851928239425664
Beans (kidney red),North,Al Hazum_Al Jawf,2023-11-01,2.6631472220060006
Beans (kidney red),North,Al Hazum_Al Jawf,2023-12-01,2.237115916479353
Beans (kidney red),North,Al Hazum_Al Jawf,2024-01-01,2.7057718282493486
Beans (kidney red),North,Al Hazum_Al Jawf,2024-02-01,2.501138907700291
Beans (kidney red),North,Al Hazum_Al Jawf,2024-03-01,2.6749508257672288
Beans (kidney red),North,Al Hazum_Al Jawf,2024-04-01,2.678684349810022
Beans (kidney red),North,Al Hazum_Al Jawf,2024-05-01,2.788095121726458
Beans (kidney red),North,Mahweet City_Al Mahwit,2018-04-01,-2.3124300482974647
Beans (kidney red),North,Mahweet City_Al Mahwit,2018-09-01,-2.919567938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-01-01,-1.3358520730700483
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-02-01,-2.6751520730700484
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-03-01,-2.8653679388914766
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-04-01,-1.239967938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-05-01,-1.5361679388914768
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-06-01,-1.5312679388914767
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-07-01,-1.9337679388914768
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-08-01,-3.094267938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-09-01,-1.440067938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-10-01,-1.4130679388914769
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-11-01,-2.986259624585767
Beans (kidney red),North,Mahweet City_Al Mahwit,2020-12-01,-1.417767938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-01-01,-1.2514596245857672
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-02-01,-1.3168520730700481
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-03-01,-1.206759624585767
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-04-01,-1.4190679388914766
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-05-01,-3.0217596245857674
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-06-01,-1.4075679388914768
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-07-01,-0.884067938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-08-01,-2.957467938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-09-01,-0.23956793889147665
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-10-01,-0.242467938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-11-01,-0.034767938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2021-12-01,1.8456200067775472
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-01-01,-2.405967938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-02-01,2.1203320611085235
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-03-01,3.0554479269299515
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-04-01,3.088747926929952
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-05-01,-2.135067938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-06-01,3.0562479269299514
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-07-01,2.954032061108523
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-08-01,2.8737320611085235
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-09-01,2.2206320611085233
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-10-01,-2.519967938891477
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-11-01,2.0224320611085234
Beans (kidney red),North,Mahweet City_Al Mahwit,2022-12-01,2.0091320611085233
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-01-01,-2.485359624585767
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-02-01,1.9892479269299512
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-03-01,1.6069479269299514
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-04-01,-2.6469520730700484
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-05-01,1.7830403754142332
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-06-01,1.6210320611085236
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-07-01,-2.7692520730700485
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-08-01,1.574247926929952
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-09-01,1.6224403754142327
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-10-01,-2.6544117248653096
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-11-01,1.758063792751381
Beans (kidney red),North,Mahweet City_Al Mahwit,2023-12-01,1.7227669125007141
Beans (kidney red),North,Mahweet City_Al Mahwit,2024-01-01,1.583056886228392
Beans (kidney red),North,Mahweet City_Al Mahwit,2024-02-01,1.8178562412356616
Beans (kidney red),North,Mahweet City_Al Mahwit,2024-03-01,1.7918754304647875
Beans (kidney red),North,Mahweet City_Al Mahwit,2024-04-01,1.8576699517025355
Beans (kidney red),North,Mahweet City_Al Mahwit,2024-05-01,1.9447451899376635
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-01-01,-1.7274012232425224
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-02-01,-2.153140506401099
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-03-01,-2.2454488207068084
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-04-01,-1.8401926066806416
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-05-01,-1.8758170890639514
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-06-01,-1.1335405450859364
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-07-01,-1.7481163262739607
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-08-01,-1.8946170890639515
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-09-01,-1.1799004604525316
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-10-01,-1.290140506401099
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-11-01,-1.410328623060762
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2015-12-01,-1.8049488207068085
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2016-01-01,-0.9680870228581209
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2016-02-01,-1.5325170890639512
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2016-03-01,-1.2756488207068086
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2016-04-01,-1.9992488207068084
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2016-05-01,-1.9663488207068085
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2018-04-01,-2.3540170890639516
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2018-09-01,-2.547948820706808
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-01-01,0.010151179293191426
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-02-01,-2.4668488207068084
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-03-01,-2.3692488207068085
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-04-01,0.2068511792931913
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-05-01,0.014051179293191662
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-06-01,0.02205117929319167
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-07-01,0.22385117929319165
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-08-01,-2.4906488207068085
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-09-01,0.4946073933193582
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-10-01,0.2525511792931914
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-11-01,-2.6394488207068085
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2020-12-01,0.2447511792931918
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-01-01,0.2519511792931919
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-02-01,0.3447670451146201
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-03-01,0.24205117929319186
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-04-01,0.2425511792931916
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-05-01,-2.6986488207068087
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-06-01,0.2618511792931919
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-07-01,0.7419511792931912
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-08-01,-2.5190488207068085
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-09-01,2.0030650823322054
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-10-01,1.7670753594203297
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-11-01,1.636451179293192
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2021-12-01,1.9656511792931912
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-01-01,-2.4788329548853802
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-02-01,2.0302511792931917
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-03-01,2.2284511792931916
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-04-01,2.1964511792931916
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-05-01,-2.3301488207068086
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-06-01,2.280551179293192
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-07-01,2.1971511792931917
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-08-01,2.0635511792931913
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-09-01,2.1971511792931917
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-10-01,-2.5829488207068083
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-11-01,2.1959912252417584
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2022-12-01,1.8020511792931915
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-01-01,-2.6589488207068084
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-02-01,1.8990670451146197
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-03-01,1.597951179293192
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-04-01,-2.8714488207068083
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-05-01,0.9395670451146203
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-06-01,2.030951179293192
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-07-01,-2.7568488207068085
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-08-01,2.1321511792931913
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-09-01,2.3068670451146205
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-10-01,-2.5805170890639513
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-11-01,2.29916704511462
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2023-12-01,1.7651511792931913
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2024-01-01,1.69926704511462
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2024-02-01,1.2968511792931912
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2024-03-01,1.3881733577667155
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2024-04-01,1.286271176776384
Beans (kidney red),North,Sana'a City_Amanat Al Asimah,2024-05-01,1.3365684033263991
Beans (kidney red),North,Amran City_Amran,2015-01-01,-2.6299221153257086
Beans (kidney red),North,Amran City_Amran,2015-02-01,-2.539013801019999
Beans (kidney red),North,Amran City_Amran,2015-03-01,-2.3762138010199987
Beans (kidney red),North,Amran City_Amran,2015-04-01,-1.5938117843004125
Beans (kidney red),North,Amran City_Amran,2015-05-01,-1.7598979351985704
Beans (kidney red),North,Amran City_Amran,2015-06-01,-1.773990383682851
Beans (kidney red),North,Amran City_Amran,2015-07-01,-1.4543280107055292
Beans (kidney red),North,Amran City_Amran,2015-08-01,-1.5637221540105464
Beans (kidney red),North,Amran City_Amran,2015-09-01,-1.489852493088839
Beans (kidney red),North,Amran City_Amran,2015-10-01,-1.2285842247316965
